Wall time,Step,Value
1552679904.0934129,2752,7.873481750488281
1552679906.1969643,2944,7.828006744384766
1552679925.0545285,4608,6.757309913635254
1552679941.540098,6080,7.265835762023926
1552679996.0195441,10752,5.568359375
1552680042.3837419,14720,6.985665798187256
1552680045.985003,15040,7.560983657836914
1552680061.3382738,16384,6.845953464508057
1552680074.4770887,17536,6.364170074462891
1552680100.7852726,19776,6.814579963684082
1552680102.1328838,19904,6.926408290863037
1552680107.997313,20416,6.160406589508057
1552680223.483957,30400,6.1015729904174805
1552680269.503093,34368,6.812050819396973
1552680301.2106655,37120,6.593149662017822
1552680306.458945,37568,6.584271430969238
1552680341.6192377,40640,6.3202805519104
1552680351.2057424,41472,6.998296737670898
1552680401.017277,45760,5.422440528869629
1552680406.771063,46272,6.537738800048828
1552680478.5498884,51392,6.054192543029785
1552680483.2284644,51776,6.35434103012085
1552680504.3911252,53568,6.304485321044922
1552680606.502859,62208,6.174351692199707
1552680638.2253857,64960,5.934887886047363
1552680676.534681,68288,5.869448184967041
1552680704.8523526,70720,5.969276428222656
1552680761.4222896,75584,6.076875686645508
1552680822.1350658,80768,5.5199456214904785
1552680862.360089,84288,5.552801132202148
1552680864.6450849,84480,6.171298027038574
1552680875.3084943,85376,6.041010856628418
1552680878.0549932,85632,5.45881462097168
1552680914.3062406,88704,5.117045879364014
1552680919.4066055,89152,6.207113265991211
1552680950.9200432,91968,5.9518585205078125
1552680973.0048633,93888,5.436180591583252
1552681037.5399446,99392,5.823980808258057
1552681073.1340656,101440,5.806705474853516
1552681153.9440172,108288,5.2648091316223145
1552681185.5724618,111040,5.742504119873047
1552681187.732591,111232,5.713903427124023
1552681269.0993772,118080,4.7557783126831055
1552681294.4571683,120192,6.772885322570801
1552681324.4137428,122752,5.262477874755859
1552681346.2635705,124672,5.727799892425537
1552681411.5483205,130325,5.743222236633301
1552681457.1469283,134165,5.450140476226807
1552681526.1886215,139989,5.928658485412598
1552681535.2887285,140757,5.1228790283203125
1552681559.1394506,142805,5.7177276611328125
1552681582.191851,144789,5.453962326049805
1552681615.7063456,147669,5.905089855194092
1552681689.6110256,152917,5.029106140136719
1552681724.6921418,155925,5.701671123504639
1552681737.262194,157013,5.150720596313477
1552681738.5578778,157141,5.462037086486816
1552681742.2368188,157461,5.012809753417969
1552681759.8329508,159061,5.0644941329956055
1552681760.711095,159125,5.154382705688477
1552681769.8390405,159893,4.994230270385742
1552681773.5527983,160213,4.888522148132324
1552681794.8197684,162069,4.025346755981445
1552681909.1023524,171861,4.787896156311035
1552681949.6523194,175381,5.508280277252197
1552682117.1036267,189909,4.773441314697266
1552682170.2914348,194453,4.889589309692383
1552682172.4789612,194645,5.103981018066406
1552682274.1179621,202325,5.023624420166016
1552682324.083018,206741,5.081146240234375
1552682336.709364,207765,5.037200927734375
1552682337.3172038,207829,4.783839702606201
1552682380.319957,211541,4.789026260375977
1552682512.600561,222741,4.671990394592285
1552682615.279089,231573,4.945865631103516
1552682616.7196126,231701,4.978727340698242
1552682654.2975578,234901,4.498915672302246
1552682709.1596909,239445,4.536388397216797
1552682763.353902,244117,3.895829200744629
1552682768.4875197,244565,4.327337265014648
1552682860.0404696,251413,4.227851867675781
1552682880.5290508,253205,3.9755373001098633
1552682940.8326745,258325,4.849456787109375
1552682987.8794007,262250,3.86448335647583
1552683061.2539916,268522,4.041779041290283
1552683087.98331,270826,4.8957200050354
1552683152.6410217,276266,4.108237266540527
1552683213.0897307,281578,4.419665336608887
1552683280.9343507,287466,4.422215461730957
1552683294.1560776,288554,4.193906307220459
1552683309.3892028,289898,3.326188802719116
1552683408.761038,298474,3.8979458808898926
1552683411.6604004,298730,3.9989371299743652
1552683417.4873357,299242,3.5966358184814453
1552683513.4867642,306410,4.3170084953308105
1552683523.7857115,307306,4.148907661437988
1552683552.6387866,309738,4.342458724975586
1552683593.2170956,313194,3.701545000076294
1552683650.6290588,318122,3.601278305053711
1552683707.942916,323178,3.585516929626465
1552683709.2421107,323306,4.098911285400391
1552683749.5499034,326762,4.0983662605285645
1552683770.737309,328554,4.0599188804626465
1552683929.1338384,342058,4.094688415527344
1552683939.0221255,342954,3.7845282554626465
1552683983.8291354,346858,4.79231071472168
1552684094.2533164,355114,4.027350425720215
1552684190.6529415,363434,3.5186071395874023
1552684224.3418,366250,3.777841567993164
1552684288.1750188,371690,3.8721680641174316
1552684329.6646047,375274,3.3868489265441895
1552684335.0130005,375722,3.5453052520751953
1552684362.180621,378026,3.3848299980163574
1552684425.3913155,383338,3.002251625061035
1552684530.162606,392319,3.0928001403808594
1552684581.430134,396735,3.7272579669952393
1552684595.4217174,397951,2.9593896865844727
1552684660.7603471,402431,3.568265438079834
1552684677.7524383,403903,3.4168386459350586
1552684725.9521713,407999,4.014167785644531
1552684834.159884,417215,3.1019582748413086
1552684876.2666452,420671,3.1362760066986084
1552684897.1749887,422527,3.0859365463256836
1552684965.825728,428479,3.016630172729492
1552684968.1799603,428671,2.9311678409576416
