Wall time,Step,Value
1552550588.2070458,2752,6.876368522644043
1552550590.0352628,2944,7.054470539093018
1552550605.9858773,4608,7.1819610595703125
1552550619.6978197,6080,7.32784366607666
1552550661.7435086,10752,6.833354949951172
1552550697.9209404,14720,6.828110694885254
1552550700.9761934,15040,6.724589824676514
1552550713.1961823,16384,7.203768730163574
1552550723.6588075,17536,6.308527946472168
1552550743.648729,19776,6.729362487792969
1552550744.815186,19904,6.119795322418213
1552550749.5239058,20416,7.346070289611816
1552550841.5080287,30400,6.217206954956055
1552550878.6467123,34368,6.511816501617432
1552550903.465987,37120,6.504815101623535
1552550907.633989,37568,6.587801933288574
1552550935.498255,40640,6.632699012756348
1552550943.3570368,41472,6.278223991394043
1552550983.6255348,45760,5.989124298095703
1552550988.5263343,46272,6.289915084838867
1552551046.8342202,51392,6.699793815612793
1552551050.516531,51776,6.764251232147217
1552551066.8972497,53568,6.127630233764648
1552551146.912435,62208,5.994474411010742
1552551172.3181732,64960,6.1843976974487305
1552551203.223153,68288,6.722987174987793
1552551226.0204484,70720,6.5982818603515625
1552551270.9170246,75584,6.086548805236816
1552551318.254553,80768,5.797287940979004
1552551350.8134956,84288,6.192471504211426
1552551352.5860112,84480,6.493956565856934
1552551360.5562654,85376,6.123523712158203
1552551363.0762382,85632,6.306380271911621
1552551391.3051803,88704,7.065019607543945
1552551395.4457464,89152,6.323225975036621
1552551421.3934639,91968,5.287554740905762
1552551439.0989714,93888,6.057956695556641
1552551490.1911259,99392,5.696361064910889
1552551520.300335,101440,5.611874580383301
1552551584.2208114,108288,5.707496643066406
1552551609.804787,111040,5.794928073883057
1552551611.5197394,111232,6.289633750915527
1552551674.6939766,118080,6.562875747680664
1552551694.2728772,120192,5.136942386627197
1552551718.2626603,122752,5.676919937133789
1552551736.1566644,124672,5.461478233337402
1552551787.9289997,130325,5.203718185424805
1552551824.1674619,134165,5.6507463455200195
1552551877.9526358,139989,5.930594444274902
1552551884.981976,140757,5.623725891113281
1552551903.388995,142805,5.691980361938477
1552551921.7039526,144789,5.3242082595825195
1552551948.0411966,147669,5.3907670974731445
1552552007.1790578,152917,4.804640769958496
1552552034.850756,155925,5.538961887359619
1552552044.834638,157013,5.481688499450684
1552552045.934093,157141,5.689809799194336
1552552048.78102,157461,5.178319931030273
1552552063.3183382,159061,5.948737144470215
1552552063.996185,159125,5.544045448303223
1552552070.9795241,159893,4.967068195343018
1552552073.840154,160213,5.494965553283691
1552552090.8406441,162069,5.624788761138916
1552552182.0592945,171861,5.431096076965332
1552552214.375221,175381,5.273202896118164
1552552348.0095344,189909,5.51070499420166
1552552390.4259906,194453,4.252218246459961
1552552392.4175582,194645,5.2323994636535645
1552552473.5856647,202325,5.368612289428711
1552552513.711659,206741,5.363685607910156
1552552523.553031,207765,4.93161153793335
1552552524.201382,207829,5.681163787841797
1552552558.9948516,211541,5.251884460449219
1552552663.4237263,222741,4.789196491241455
1552552745.328442,231573,4.410054683685303
1552552746.5496576,231701,4.3235273361206055
1552552775.992542,234901,4.542450904846191
1552552818.366647,239445,4.788868427276611
1552552860.8724635,244117,5.512441158294678
1552552864.718748,244565,5.02162504196167
1552552939.1064465,251413,4.865105628967285
1552552955.5037262,253205,5.670828342437744
1552553003.482769,258325,4.649806499481201
1552553039.6478505,262250,4.993913650512695
1552553097.1595778,268522,4.901960849761963
1552553118.6964695,270826,4.953817367553711
1552553169.2873101,276266,4.939839839935303
1552553219.5860019,281578,3.9043898582458496
1552553274.2639568,287466,5.032228946685791
1552553284.1849267,288554,4.232982635498047
1552553296.6903083,289898,4.202690124511719
1552553376.7393644,298474,4.544604778289795
1552553379.083376,298730,4.603758811950684
1552553383.6990948,299242,4.203248500823975
1552553460.2090034,306410,4.445659160614014
1552553468.0527484,307306,4.2672319412231445
1552553490.748714,309738,4.982356071472168
1552553522.7915056,313194,4.435163497924805
1552553567.7559574,318122,4.134286880493164
1552553614.087525,323178,4.443961143493652
1552553615.2909424,323306,3.835512638092041
1552553647.8580985,326762,4.489934921264648
1552553664.6947114,328554,4.4206438064575195
1552553789.9947593,342058,3.647177219390869
1552553798.044016,342954,4.632678031921387
1552553833.851721,346858,3.9700803756713867
1552553921.7171214,355114,4.510957717895508
1552553998.3454952,363434,3.6631126403808594
1552554024.20218,366250,3.9342730045318604
1552554074.079577,371690,3.2671241760253906
1552554107.464304,375274,4.109762191772461
1552554111.6205835,375722,4.033201217651367
1552554133.573952,378026,3.649204969406128
1552554182.42846,383338,4.692192077636719
1552554265.6254551,392319,3.643718957901001
1552554306.864363,396735,3.8348493576049805
1552554317.7293713,397951,4.059598445892334
1552554371.2050889,402431,3.8972935676574707
1552554384.8050277,403903,3.7404606342315674
1552554422.286682,407999,4.167590618133545
1552554506.233354,417215,3.549403190612793
1552554538.6152534,420671,3.7485532760620117
1552554556.5589163,422527,2.9993185997009277
1552554611.7388275,428479,3.9566571712493896
1552554613.5417051,428671,3.5029191970825195
1552554620.8131766,429439,4.235300064086914
1552554705.107559,438591,3.690563201904297
1552554771.418585,445759,3.5390372276306152
1552554871.1683307,455231,3.213153839111328
1552554895.5505745,457855,3.9646201133728027
1552554988.666657,467839,3.642725706100464
1552555030.4057975,472383,4.0075578689575195
1552555069.8664606,476735,3.7950820922851562
1552555075.9880018,477375,3.28684139251709
1552555077.605476,477567,3.498098850250244
1552555086.3341656,478527,3.535827398300171
1552555105.3371003,480639,3.6665430068969727
1552555213.2933607,492287,3.6872472763061523
1552555270.9652767,498367,3.297496795654297
1552555276.9086888,499007,3.449976921081543
1552555309.164719,501247,3.0086865425109863
1552555402.516903,511359,3.610691547393799
1552555447.1220684,516159,4.663293838500977
1552555514.8081446,523412,3.3955812454223633
1552555539.715534,526036,3.3521833419799805
1552555623.9474201,535124,2.780449151992798
1552555626.8963482,535444,3.1644959449768066
1552555632.3703675,536020,3.4007091522216797
1552555687.3017564,541972,3.043388605117798
1552555704.3765278,543764,3.169285297393799
1552555710.3365028,544404,3.3696913719177246
1552555764.7189949,550356,3.972403049468994
1552555797.49098,552532,3.679748058319092
1552555941.3199284,568084,3.4257631301879883
1552555958.3482265,569940,3.551023006439209
1552555970.804304,571284,3.060211658477783
1552555975.072683,571732,2.955873489379883
1552556008.9289098,575444,3.8055498600006104
1552556045.920106,579412,3.3531603813171387
1552556166.5470316,592532,3.5687685012817383
1552556200.2075896,596116,3.299699306488037
1552556219.4715676,598164,3.7527713775634766
1552556281.964565,603732,3.1270675659179688
1552556301.4735494,605844,3.0282092094421387
1552556352.2460914,611348,3.1785364151000977
1552556359.6242287,612180,3.8501534461975098
1552556413.2595336,617940,2.9578895568847656
1552556426.8850586,619412,3.19393253326416
1552556437.8664238,620564,3.498685121536255
1552556523.5527043,629844,2.9227943420410156
1552556561.3424728,633940,2.503429889678955
1552556649.8256123,643604,3.4361770153045654
1552556664.9068272,645268,3.2138171195983887
1552556790.3787794,657513,2.7510221004486084
1552556794.5767312,657961,3.0479378700256348
1552556863.573092,665385,3.202244997024536
1552556910.2985294,670505,3.339216709136963
